page_id	title	tot_edits	tot_users	n_reverts	revert_users	mutual_reverts	mutual_reverting_users	M	M_final	tot_edits_reg	tot_users_reg	n_reverts_reg	revert_users_reg	mutual_reverts_reg	mutual_reverting_users_reg	M_reg	M_final_reg	sample_users
107717	Formazione_a_distanza	109	64	12	19	0	0	0	0	77	44	4	13	0	0	0	0	0
6752466	Freedom_of_Information_Act	6	2	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0
28849	Globalizzazione	1847	864	512	532	10	10	27	240	919	263	48	136	6	6	14	66	0
2822501	Green_computing	130	50	5	4	2	2	4	0	114	41	1	2	0	0	0	0	0
335712	Identity_management	35	27	1	2	0	0	0	0	33	25	0	1	0	0	0	0	0
19422	Identità_digitale	84	54	9	12	0	0	0	0	63	41	2	7	0	0	0	0	0
1537446	Innovazione	116	79	13	23	0	0	0	0	81	56	2	11	0	0	0	0	0
6449182	Innovazione_sociale	9	5	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0
4495099	Internet_Governance	21	11	0	0	0	0	0	0	20	10	0	0	0	0	0	0	0
430789	Interoperabilità	78	53	4	8	0	0	0	0	57	40	0	4	0	0	0	0	0
4793087	Lavoro_temporaneo	22	13	0	0	0	0	0	0	19	10	0	0	0	0	0	0	0
309717	Libertà_di_parola	129	94	15	26	0	0	0	0	88	61	0	11	0	0	0	0	0
6246452	Living_lab	10	8	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0
71583	Monopolio	255	146	34	49	0	0	0	0	164	86	0	22	0	0	0	0	0
2574303	Network_reliability	25	10	0	0	0	0	0	0	23	9	0	0	0	0	0	0	0
505387	Neutralità_della_rete	203	118	3	6	0	0	0	0	144	79	0	2	0	0	0	0	0
126436	Open_Spectrum	59	40	1	2	0	0	0	0	46	32	1	2	0	0	0	0	0
1207032	Open_access	221	81	1	2	0	0	0	0	198	64	1	2	0	0	0	0	0
1323471	Open_innovation	68	51	1	2	0	0	0	0	50	40	1	2	0	0	0	0	0
2336425	Open_source	641	360	109	135	4	4	7	8	394	195	14	60	2	2	2	0	0
3401190	Open_source_governance	21	11	0	0	0	0	0	0	18	9	0	0	0	0	0	0	0
504977	Peer-to-peer	539	332	40	66	0	0	0	0	322	189	3	29	0	0	0	0	0
6177583	Post-verità	197	57	12	13	4	4	18	36	164	34	6	9	2	2	9	0	0
64289	Principio_di_Kerckhoffs	127	42	1	2	0	0	0	0	119	36	0	1	0	0	0	0	0
5794520	Privacy_by_design	13	8	0	0	0	0	0	0	12	7	0	0	0	0	0	0	0
4055837	Progettazione_centrata_sull'utente	16	12	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0
712564	Proprietà_intellettuale	156	97	18	24	2	2	5	0	107	66	4	14	0	0	0	0	0
5927383	Regolamento_generale_sulla_protezione_dei_dati	131	77	5	8	0	0	0	0	85	47	3	6	0	0	0	0	0
1604372	Ridondanza_(ingegneria)	51	36	1	2	0	0	0	0	43	29	0	1	0	0	0	0	0
1153962	Roboetica	28	21	1	2	0	0	0	0	18	13	0	1	0	0	0	0	0
300569	Scalabilità	76	46	1	2	0	0	0	0	62	36	0	1	0	0	0	0	0
720198	Secure_Electronic_Transaction	23	20	1	2	0	0	0	0	21	18	0	1	0	0	0	0	0
2716746	Servizio_di_rete_sociale	292	184	49	63	8	7	14	63	154	88	15	35	2	2	5	0	0
6134424	Sharing_economy	69	36	14	17	0	0	0	0	39	20	4	9	0	0	0	0	0
2112116	Sicurezza_dimostrabile	14	13	0	0	0	0	0	0	14	13	0	0	0	0	0	0	0
1768703	Social_media	273	147	19	28	0	0	0	0	207	96	5	16	0	0	0	0	0
908695	Società_dell'informazione	288	86	2	4	0	0	0	0	244	66	0	2	0	0	0	0	0
903519	Sostenibilità	267	146	45	64	0	0	0	0	171	84	2	28	0	0	0	0	0
2976005	Standard_aperto	62	33	2	4	0	0	0	0	49	27	2	4	0	0	0	0	0
5656766	Tecnofinanza	20	13	0	0	0	0	0	0	13	8	0	0	0	0	0	0	0
6431745	Tecnologia_educativa	6	5	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0
6026845	Trasformazione_digitale	19	7	0	0	0	0	0	0	19	7	0	0	0	0	0	0	0
518618	Trattamento_dei_dati_personali	164	64	13	13	0	0	0	0	128	37	7	7	0	0	0	0	0
1757482	Ubiquitous_computing	42	34	0	0	0	0	0	0	35	27	0	0	0	0	0	0	0
25897	Usabilità	146	92	14	17	0	0	0	0	107	64	5	11	0	0	0	0	0
3861809	User_Experience	56	37	4	4	2	2	5	0	46	28	3	3	2	2	5	0	0
122624	Votazione_elettronica	253	116	3	6	0	0	0	0	155	72	0	3	0	0	0	0	0
